Name,Original Price (Rs),Discounted Price (Rs),Discount,Product URL,Image URL
WOKALI BODY SCRUB AVOCADO SHERBET 500 ML WKL434,1995,1995,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-avocado-sherbet-500-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/alfatah-Islamabad-7-7.jpg?v=1693180414
WOKALI BODY SCRUB HONEY SHERBET 500 ML WKL437,1995,1995,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-honey-sherbet-500-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/alfatah-Islamabad-8-9.jpg?v=1693180414
HIMALAYA PURIFYING NEEM DAILY SCRUB 150 ML,1595,1595,No Discount,https://alfatah.pkhttps://alfatah.pk/products/himalaya-purifying-neem-daily-scrub-150-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2024-10-18T092829.794.png?v=1729225755
WOKALI BODY SCRUB CUCUMBER SHERBET IR WKL 605 500 ML,1995,1995,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-cucumber-sherbet-ir-wkl-605-500-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/IMG-20200702-WA0003.jpg?v=1693181272
YUSMA HAND & FOOT WHITENING SCRUB 200 ML,575,575,No Discount,https://alfatah.pkhttps://alfatah.pk/products/yusma-hand-foot-whitening-scrub-200-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/3709621838982_390f087a-e1ef-4461-b298-0adbe70e433c.jpg?v=1725884927
BLESSO NATURALS WHITENING SCRUB APRICOT 75ML,185,185,No Discount,https://alfatah.pkhttps://alfatah.pk/products/blesso-naturals-whitening-scrub-apricot-75ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_b59558ce-56f6-4777-8f92-f9fb123e658e.png?v=1735640844
GARNIER PURE ACTIVE SCRUB BLAC HEAD 150 ML,1795,1795,No Discount,https://alfatah.pkhttps://alfatah.pk/products/garnier-pure-active-scrub-blac-head-150-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/WhatsApp-Image-2020-09-18-at-6.08.57-PM-removebg-preview.png?v=1693180693
WOKALI BODY SCRUB HONEY 350 ML WKL445,1595,1595,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-honey-wkl-445-350-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/IMG-20200608-WA0018.jpg?v=1693181088
WOKALI BODY SCRUB MINT SHERBET IR WKL 607 350 ML,1595,1595,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-mint-sherbet-ir-wkl-607-350-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6928001839228_1.jpg?v=1693174634
CLEAN & CLEAR MORNING BURST FACIAL SCRUB 141 GM,2395,2395,No Discount,https://alfatah.pkhttps://alfatah.pk/products/clean-clear-morning-burst-facial-scrub-141-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/WhatsApp-Image-2020-11-16-at-12.09.22-PM.jpg?v=1693181764
WOKALI BODY SCRUB ALOE VERA SHERBET 500 ML WKL439,1995,1995,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-aloe-vera-sherbet-500-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/WhatsApp-Image-2020-09-15-at-1.30.58-PM.jpg?v=1693181528
HIMALAYA DARK SPOT CLEARING TURMERIC SCRUB 75ML,945,945,No Discount,https://alfatah.pkhttps://alfatah.pk/products/himalaya-dark-spot-clearing-turmeric-scrub-75ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6291107225951_5dae371b-8eac-4cce-9155-bb7feef72edc.jpg?v=1744981083
WOKALI BODY SCRUB CUCUMBER SHERBET IR WKL 608 350 ML,1595,1595,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-cucumber-sherbet-ir-wkl-608-350-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6928001839235_1.jpg?v=1693174636
WOKALI BODY SCRUB HONEY 500 GM WKL218,1795,1795,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-honey-500-gm-wkl218,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6928001829779_608d7c0c-2d85-4431-87ec-ff6908a52d69.jpg?v=1722340798
WOKALI BODY SCRUB MINT 500 GM WKL326,1795,1795,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-scrub-mint-500-gm-wkl326,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/WhatsApp-Image-2020-11-27-at-6.26.48-PM.jpg?v=1693181808
BLESSO NATURALS WHITENING ULTRA FINE SCRUB APRICOT JAR 500ML,695,695,No Discount,https://alfatah.pkhttps://alfatah.pk/products/blesso-naturals-whitening-ultra-fine-scrub-apricot-jar-500ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000315531_f09cc582-bd81-44ef-8b65-fde7f30a9d58.jpg?v=1754304969
WOKALI BODY SCRUB COW MILK 500 GM WKL217,1795,1795,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-cow-milk-500-gm-wkl217,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000212698_fbfc26c5-4671-4659-9ee9-475a91590019.jpg?v=1751113780
WOKALI OSTRICH EXFOLIATING FACIAL SCRUB 170ML IR WKL651,1395,1395,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-ostrich-exfoliating-facial-scrub-170ml-ir-wkl651,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6928001839709_9f7cf0bf-0c9d-4c30-b9f4-645ea2392f86.jpg?v=1734611327
FREEMAN INDONESIAN COCONUT FACE SCRUB 175ML,895,895,No Discount,https://alfatah.pkhttps://alfatah.pk/products/freeman-indonesian-coconut-face-scrub-175ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000439004_3d81b159-112c-4894-96c2-90ca24d568c2.jpg?v=1751113895
FRUIT OF THE WOKALI FACE SCRUB VITAMIN C IR WKL 645 170ML,1395,1395,No Discount,https://alfatah.pkhttps://alfatah.pk/products/fruit-of-the-wokali-face-scrub-vitamin-c-ir-wkl-645-170ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000337439_e2b55aed-df89-416c-a16e-9c3304c9b3c7.jpg?v=1750942703
BODY SHOP TEA TREE SQUEAKY CLEAN SCRUB 100 ML,5295,5295,No Discount,https://alfatah.pkhttps://alfatah.pk/products/body-shop-tea-tree-squeaky-clean-scrub-100-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000388887-1000.png?v=1693171030
BLESSO NATURALS WHITENING SCRUB APRICOT JAR 500ML,695,695,No Discount,https://alfatah.pkhttps://alfatah.pk/products/blesso-naturals-whitening-scrub-apricot-jar-500ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000315532.jpg?v=1750942681
HEMANI SMOOTHING BERRY BURST SCRUB 150ML,640,640,No Discount,https://alfatah.pkhttps://alfatah.pk/products/hemani-smoothing-berry-burst-scrub-150ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5907747205949_e5472b31-0576-451e-a6c3-29017e644379.jpg?v=1722235586
WOKALI BODY SCRUB HONEY JAM IR WKL374 500ML,1795,1795,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-honey-jam-ir-wkl374-500ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_2_faeab1b9-6a22-425c-8ac8-aaa7060c749f.png?v=1766126664
WOKALI FOOT SCRUB ALOE VERA WKL 427 IR 500 ML,1795,1795,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-foot-scrub-aloe-vera-wkl-427-ir-500-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_18_cb683f3c-08a9-4e14-b417-299e5f7565a6.png?v=1740633972
WOKALI BODY SCRUB OLIVE SHERBET 500 ML WKL438,1995,1995,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-olive-sherbet-500-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/alfatah-Islamabad-10-11.jpg?v=1693180415
WOKALI BODY SCRUB APRICOT WKL JAM 371 500 ML,1795,1795,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-apricot-wkl-371-500-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/IMG-20200608-WA0022.jpg?v=1693181078
WOKALI BODY SCRUB PAPAYA 500 GM WKL133,1795,1795,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-papaya-wkl-133-500-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/WhatsApp-Image-2020-11-27-at-6.26.20-PM.jpg?v=1693181080
FRUIT OF THE WOKALI FACE SCRUB COLLAGEN IR WKL649 170ML,1395,1395,No Discount,https://alfatah.pkhttps://alfatah.pk/products/fruit-of-the-wokali-face-scrub-collagen-ir-wkl649-170ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000337450.jpg?v=1693178437
FRUIT OF THE WOKALI FACE SCRUB SNAIL IR WKL653 170ML,1395,1395,No Discount,https://alfatah.pkhttps://alfatah.pk/products/fruit-of-the-wokali-face-scrub-snail-ir-wkl653-170ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6928001839723.jpg?v=1693178280
WOKALI BODY SCRUB PAPAYA WKL JAM 373 500 ML,1795,1795,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-papaya-wkl-373-500-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000264192_aebebc68-4842-457c-aead-218eb1a02e40.jpg?v=1754304966
WOKALI BODY SCRUB CUCUMBER JAM 500 ML WKL372,1795,1795,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-cucumber-wkl-371-500-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/IMG-20200608-WA0023.jpg?v=1693181076
THE BODY SHOP BRITISH ROSE SHOWER SCRUB,2995,2995,No Discount,https://alfatah.pkhttps://alfatah.pk/products/the-body-shop-british-rose-shower-scrub,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000493182_366ff7a6-6880-42bd-b964-caf527075e8c.jpg?v=1751113989
CLINIQUE MEN FACE SCRUB,10900,10900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/clinique-men-face-scrub,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/afp-000001169.png?v=1693183143
WOKALI BODY SCRUB JAM STRAWBERRY 200 ML,1395,1395,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-jam-strawberry-200-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6928001833172.jpg?v=1693181372
FRUIT OF THE WOKALI FACE SCRUB CUCUMBER IR WKL647 170ML,1395,1395,No Discount,https://alfatah.pkhttps://alfatah.pk/products/fruit-of-the-wokali-face-scrub-cucumber-ir-wkl647-170ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000337449.jpg?v=1693178279
WOKALI BODY SCRUB OLIVE 350 ML WKL446,1595,1595,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-olive-wkl-446-350-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/IMG-20200608-WA0024.jpg?v=1693181074
WOKALI RICE EXFOLIATING FACIAL SCRUB 120ML IR WKL697,1195,1195,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-rice-exfoliating-facial-scrub-120ml-ir-wkl697,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6928001840859_a6f3610c-822d-4d3e-93c4-c4f8b8fe4219.jpg?v=1734411804
Plush Natural Brightening Face Scrub 100Ml,2000,2000,No Discount,https://alfatah.pkhttps://alfatah.pk/products/plush-natural-brightening-face-scrub-100ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8901000181107_e30145cb-405b-42b0-b51a-4da7499ecfb6.jpg?v=1729598783
CO NATURAL BETTER THAN UBTAN FACE AND BODY SCRUB WITH RADIAN,3024,3024,No Discount,https://alfatah.pkhttps://alfatah.pk/products/co-natural-better-than-ubtan-face-and-body-scrub-with-radian,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/49_fa894bab-9d1d-4b63-b12d-8385a62cc911.jpg?v=1740632531
Hair Energy Instant Glow Facial Scrub 150 Gm,2449,2449,No Discount,https://alfatah.pkhttps://alfatah.pk/products/hair-energy-instant-glow-facial-scrub-150-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/4322792736865_7adee900-1708-4a90-b494-a783e8162a5b.jpg?v=1693178545
BBA SCRUB IT FACE SCRUB WITH MICRODERMABRASION,3000,1320,56.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/almond-milk-honey-scrub-it-face-scrub-with-microdermabrasion,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/facescrub.jpg?v=1693175784
AURA NIRVANA SOOTHING BODY SCRUB 75G,1300,1300,No Discount,https://alfatah.pkhttps://alfatah.pk/products/aura-craft-nirvana-body-scrub,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/Nirvana-BodyScrub75gm.png?v=1693175553
SD MARGARITA LIP SCRUB PERFECT POUT EXFOLIATION 25G,750,750,No Discount,https://alfatah.pkhttps://alfatah.pk/products/sd-margarita-lip-scrub-perfect-pout-exfoliation-25g,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/MARGARITA_LIP_SCRUB_8964002695300_1cb789ad-f7da-4e39-81b4-e5813926da04.jpg?v=1732885907
SKIN DEEP SCRUB-A-DUB 200ML,1399,1399,No Discount,https://alfatah.pkhttps://alfatah.pk/products/skin-deep-scrub-a-dub-200ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/SCRUB-A-DUB_8964002695775_6ac3ab00-4314-4808-9e0c-48855cca87be.jpg?v=1732885934
SD SUPER SCREEN SPF 50 WATERMELON 50 ML,2899,2899,No Discount,https://alfatah.pkhttps://alfatah.pk/products/sd-super-screen-spf-50-watermelon-50-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_3_72593fe0-c73c-4116-ba4b-f826a6894008.png?v=1740648119
HAIR MANTRA WHITENING SCRUB,1595,1595,No Discount,https://alfatah.pkhttps://alfatah.pk/products/hair-mantra-whitening-scrub,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000485814.jpg_3.jpg?v=1737964509
CLINIQUE EXFOLIATING SCRUB,10900,10900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/clinique-exfoliating-scrub,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/020714002527_9e361d2a-8251-41c0-aa91-ab6eae7fa2ce.jpg?v=1750673845
BBW BODY SCRUB FOAMING SUGAR WITH SHEA BUTTER & VITAMIN E PE,4295,4295,No Discount,https://alfatah.pkhttps://alfatah.pk/products/bbw-body-scrub-foaming-sugar-with-shea-butter-vitamin-e-pe,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/0667659345144_a10a924d-1c58-473f-83c4-c83aaadd3ddd.jpg?v=1753532333
BBW JAPANESE CHERRY BLOSSOM BODY SCRUB WITH PRO VITAMIN B5 A,4295,4295,No Discount,https://alfatah.pkhttps://alfatah.pk/products/bbw-japanese-cherry-blossom-body-scrub-with-pro-vitamin-b5-a,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/0667559119050_59ee485e-b2c4-4ce7-81fb-62064857e595.jpg?v=1755090158
WOKALI BODY SCRUB JAM LAVENDER 200 ML,1095,1095,No Discount,https://alfatah.pkhttps://alfatah.pk/products/wokali-body-scrub-jam-lavender-200-ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6928001833158_bda353ce-0be0-4159-acbe-c5d832b61274.jpg?v=1760162891
THE BODYSHOP TEA TREE DAILY SCRUB NEW 125ML,5395,5395,No Discount,https://alfatah.pkhttps://alfatah.pk/products/the-bodyshop-tea-tree-daily-scrub-new-125ml,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5028197336028_adeede64-a65b-43f1-9712-b0273a2ba398.jpg?v=1761220165
LURPAK BUTTER MINI PC 10 GM,60,60,No Discount,https://alfatah.pkhttps://alfatah.pk/products/lurpak-butter-mini-pc-10-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000112793-1000.png?v=1690219624
NURPUR BUTTER 200 GM,795,795,No Discount,https://alfatah.pkhttps://alfatah.pk/products/nurpur-butter-200-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/1234567890050_1_084b7589-e840-4f6b-b7a8-36327fb0beb7.jpg?v=1725357687
NURPUR BUTTER 100 GM,415,415,No Discount,https://alfatah.pkhttps://alfatah.pk/products/nurpur-butter-100-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/1234567890074_1.jpg?v=1706080659
ADAMS BUTTER 200 GM,645,645,No Discount,https://alfatah.pkhttps://alfatah.pk/products/adams-butter-200-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/033SaltedButter200gm.jpg?v=1710153394
NURPUR BUTTER 50 GM,260,260,No Discount,https://alfatah.pkhttps://alfatah.pk/products/nurpur-butter-50-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/12624376-1-A.webp?v=1690222739
PREMA PURE BUTTER 190GM,620,620,No Discount,https://alfatah.pkhttps://alfatah.pk/products/prema-pure-butter-190gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8966000028432_1.jpg?v=1706018240
NESTLE MILKPAK BUTTER SALTED 100GM,350,350,No Discount,https://alfatah.pkhttps://alfatah.pk/products/nestle-milkpak-butter-100gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2025-06-11T122039.818.png?v=1749626470
NURPUR BUTTER 10GM,70,70,No Discount,https://alfatah.pkhttps://alfatah.pk/products/nurpur-butter-10gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_11_0c6ad1a5-5b0e-4516-b0a6-7d693969f4e2.png?v=1744008279
ADAMS UNSALTED WHITE BUTTER 200 GM,645,645,No Discount,https://alfatah.pkhttps://alfatah.pk/products/adams-unsalted-white-butter-200-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/products/8964000074770_1.jpg?v=1710762647
ADAMS BUTTER 100 GM,345,345,No Discount,https://alfatah.pkhttps://alfatah.pk/products/adams-butter-100-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/032SaltedButter100gm.jpg?v=1710153368
FF UN-SALTED BUTTER 250 GM,895,895,No Discount,https://alfatah.pkhttps://alfatah.pk/products/ff-un-salted-butter-250-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457901.jpg?v=1756899340
LURPAK BUTTER SLIGHTLY SALTED 200 GM,1245,1245,No Discount,https://alfatah.pkhttps://alfatah.pk/products/lurpak-butter-slightly-salted-200-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5740900861305_1.jpg?v=1706009601
FF UN-SALTED BUTTER 100 GM,399,399,No Discount,https://alfatah.pkhttps://alfatah.pk/products/ff-un-salted-butter-100-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457902.jpg?v=1756899361
LURPAK BUTTER SPREADABLE SLIGHTLY SALTED 250 GM,1420,1420,No Discount,https://alfatah.pkhttps://alfatah.pk/products/lurpak-butter-spreadable-slightly-salted-250-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5740900804302_1_5e80854e-3fad-4d83-bff0-687c73bcc98c.jpg?v=1706080842
ADAMS SALTED BUTTER 50GM,205,205,No Discount,https://alfatah.pkhttps://alfatah.pk/products/adams-salted-butter-50gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_7_33f0f5c5-ef8d-4eec-aede-a3da45cf3157.jpg?v=1719469074
FF UN-SALTED BUTTER 500 GM,1490,1490,No Discount,https://alfatah.pkhttps://alfatah.pk/products/ff-un-salted-butter-500-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457899.jpg?v=1756899315
FF UN-SALTED BUTTER 1000 GM,2990,2990,No Discount,https://alfatah.pkhttps://alfatah.pk/products/ff-un-salted-butter-1000-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457898.jpg?v=1756899294
LURPAK BUTTER UNSALTED 200 GM,1245,1245,No Discount,https://alfatah.pkhttps://alfatah.pk/products/lurpak-butter-unsalted-200-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5740900884304_1.jpg?v=1706009660
LURPAK BUTTER SPREADABLE UNSALTED 250 GM,1420,1420,No Discount,https://alfatah.pkhttps://alfatah.pk/products/lurpak-butter-spreadable-unsalted-250-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5740900103726_1.jpg?v=1706009146
FF SALTED BUTTER 250 GM,895,895,No Discount,https://alfatah.pkhttps://alfatah.pk/products/ff-salted-butter-250-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457894.jpg?v=1756899252
NURPUR BUTTER SLIGHTLY SALTED 200GM,795,795,No Discount,https://alfatah.pkhttps://alfatah.pk/products/nurpur-butter-slightly-salted-200gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8961101372873_1.jpg?v=1690222739
ADAMS BUTTER 1 KG,2875,2875,No Discount,https://alfatah.pkhttps://alfatah.pk/products/adams-butter-1-kg,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_5_0499f453-d9a5-478a-983d-da62187c2205.png?v=1763121899
FF SALTED BUTTER 100 GM,399,399,No Discount,https://alfatah.pkhttps://alfatah.pk/products/ff-salted-butter-100-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457897.jpg?v=1756899271
FF SALTED BUTTER 8 GM,55,55,No Discount,https://alfatah.pkhttps://alfatah.pk/products/ff-salted-butter-8-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000547292.jpg?v=1748938917
LURPAK BUTTER SIGHTLY SALTED 100 GM,665,665,No Discount,https://alfatah.pkhttps://alfatah.pk/products/lurpak-butter-sightly-salted-100-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5740900846401_1.jpg?v=1711086026
LURPAK BUTTER SLIGHTLY SALTED 500 GM,2625,2625,No Discount,https://alfatah.pkhttps://alfatah.pk/products/lurpak-butter-slightly-salted-500-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5740900805408_55581c66-039d-4120-a059-587c84ff4975.jpg?v=1690219629
LURPAK BUTTER LIGHTER SPREADABLE 250 GM,1420,1420,No Discount,https://alfatah.pkhttps://alfatah.pk/products/lurpak-butter-lighter-spreadable-250-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5740900400894_1.jpg?v=1706009264
LURPAK BUTTER UNSALTED 400 GM,2395,2395,No Discount,https://alfatah.pkhttps://alfatah.pk/products/lurpak-butter-unsalted-400-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5740900864405_1_8a620ebc-914f-43ea-9d8a-523df3738711.jpg?v=1706080976
FF SALTED BUTTER 500 GM,1490,1490,No Discount,https://alfatah.pkhttps://alfatah.pk/products/ff-salted-butter-500-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457891.jpg?v=1749642954
NESTLE MILKPAK BUTTER SALTED 200GM,660,660,No Discount,https://alfatah.pkhttps://alfatah.pk/products/nestle-milkpak-butter-200gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2025-06-11T122204.536.png?v=1749626543
FF SALTED BUTTER 1000 GM,2990,2990,No Discount,https://alfatah.pkhttps://alfatah.pk/products/ff-salted-butter-1000-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457890.jpg?v=1749642929
NESTLE MILK PAK DAIRY BUTTER UNSALTED 200 GM,660,660,No Discount,https://alfatah.pkhttps://alfatah.pk/products/nestle-milk-pak-dairy-butter-200-g,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2025-06-11T122349.900.png?v=1749626644
FRESH ST BUTTER SALTED 200GM,695,657,5.47% OFF,https://alfatah.pkhttps://alfatah.pk/products/fresh-st-butter-salted-200gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964002882892_073b857b-a794-4770-83c6-4637667ada00.jpg?v=1744717560
FRESH ST BUTTER SALTED 80 GM,545,487,10.64% OFF,https://alfatah.pkhttps://alfatah.pk/products/fresh-st-butter-salted-08-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964002883097_d68851ad-e6b1-4470-b0e4-7b06173b0723.jpg?v=1745066516
FRESH ST BUTTER UNSALTED 200 GM,695,623,10.36% OFF,https://alfatah.pkhttps://alfatah.pk/products/fresh-st-australian-unsalted-butter-200gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_5_2ceca25b-4851-4104-86ae-a270576a1866.png?v=1763465315
FRESH ST BUTTER SALTED 100GM,365,327,10.41% OFF,https://alfatah.pkhttps://alfatah.pk/products/fresh-st-butter-salted-100gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964002882823_f8391352-2e8b-48c2-b79c-bc35928070f3.jpg?v=1745066512
FRESH ST BUTTER UNSALTED 100 GM,365,293,19.73% OFF,https://alfatah.pkhttps://alfatah.pk/products/fresh-st-australian-unsalted-butter-100gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_7_1f00bc84-ed65-4e92-b707-d25416ec8b69.png?v=1758365144
LURPAK OLIVE OIL LIGHTER BUTTER 250GM BASIC,1420,1420,No Discount,https://alfatah.pkhttps://alfatah.pk/products/lurpak-olive-oil-lighter-butter-250gm-basic,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5740900401556_3cb4f8d4-bdad-43ef-94ab-fd1785ca8b01.jpg?v=1746790568
FRESH ST BUTTER GARLIC & HERB 100GM,1395,1265,9.32% OFF,https://alfatah.pkhttps://alfatah.pk/products/fresh-st-butter-garlic-herb-100gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000460519_3a47c91c-bc44-4d7c-a4cf-80ee476ac9ae.jpg?v=1755781384
FRESH ST AUSTRALIAN UNSALTED BUTTER 10PCS 80 GM,545,487,10.64% OFF,https://alfatah.pkhttps://alfatah.pk/products/fresh-st-australian-unsalted-butter-10pcs-100gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_19_4847877b-1922-4889-8e6c-c9ecdc3f10e4.png?v=1762236012
FF SALTED BUTTER 8 GM (10 PCS),520,520,No Discount,https://alfatah.pkhttps://alfatah.pk/products/ff-salted-butter-8-gm-10-pcs,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/735745717623_0ec49e96-0954-4f46-a762-48782f0f7220.jpg?v=1753102107
FF SALTED BUTTER 8 GM (20 PCS),1020,1020,No Discount,https://alfatah.pkhttps://alfatah.pk/products/ff-salted-butter-8-gm-20-pcs,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/735745717624_3360df14-9dca-4060-96bb-5787a06d2643.jpg?v=1753698126
PAM SPRAY NON STICK BUTTER BEURRE DANGER 141 GM,1595,1595,No Discount,https://alfatah.pkhttps://alfatah.pk/products/pam-spray-non-stick-butter-beurre-danger-141-gm,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/064144043545_6a202ab1-436f-47ad-9440-22323cbbd629.jpg?v=1759580945
RIVAJ HD #20 PIGMENT EYESHADOW,1395,1395,No Discount,https://alfatah.pkhttps://alfatah.pk/products/rivaj-hd-20-pigment-eyeshadow,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/20_ded6fa2c-833a-4d39-b83b-60c41fba466c.png?v=1753766308
